--- invoices ---
ID: 153f1e75-a78b-43fc-961a-8736d13d7774, Date: 2026-05-09, Doc Name: ECI - 081, No: 081, Client: ECI DISPLAY INDIA PVT LTD , Total: 7080
ID: 07ae138d-ec29-4fdf-9e0c-7a7db5c4c420, Date: 2026-05-06, Doc Name: NVH-080, No: 080, Client: NVH INDIA AUTO PARTS LIMITED, Total: 15222
ID: dee218aa-a166-473a-8f7e-5a4d1225ff67, Date: 2026-07-08, Doc Name: Tax Invoice 098, No: 098, Client: DIFFERENT HAIR PRIVATE  LIMITED., Total: 5310
ID: 48357749-46a3-4b3a-8a70-f2c41eefb84d, Date: 2026-04-04, Doc Name: SAKTHI AUTO ANCILLARY PRIVATE LIMITED - 073, No: 073, Client: SAKTHI AUTO ANCILLARY PRIVATE LIMITED, Total: 5310
ID: 6c44535a-66ce-4f7b-9492-1771f5ba25cd, Date: 2026-07-08, Doc Name: Tax Invoice 099, No: 099, Client: FESTON SEV PRIVATE LIMITED., Total: 3540
ID: a015eae0-ea98-414f-8e01-31d899de91f2, Date: 2026-06-15, Doc Name: Tax Invoice 094, No: 094, Client: FESTON SEV PRIVATE LIMITED., Total: 5664
ID: ed60c9af-9968-4f68-8047-6c9b3d716dbc, Date: 2026-05-30, Doc Name: Tax Invoice 088, No: 088, Client: SKS LIFT CARRIERS, Total: 33040
ID: 780de277-376b-480b-b112-68f89243a104, Date: 2026-05-11, Doc Name: AMT - 083, No: 083, Client: AMERICAN TEC ELECTRONIC INDIA PVT LTD, Total: 49560
ID: 4b0e13e3-2956-47d5-beef-6b77c03133fc, Date: 2026-06-25, Doc Name: Tax Invoice 095, No: 095, Client: LIKU-TECH ENVIRONMENTAL SOLUTIONS (INDIA) PRIVATE LIMITED , Total: 12390
ID: 380628b2-8935-4a36-ae6d-0e90d4203e18, Date: 2026-05-30, Doc Name: Tax Invoice 089, No: 089, Client: NVH INDIA AUTO PARTS LIMITED, Total: 15222
ID: 0c5436b0-8fcf-4f6c-8933-3973cf9374ab, Date: 2026-07-10, Doc Name: SRI LITHI ENGINEERING - 100, No: 100, Client: SRI LITHI ENGINEERING, Total: 118000
--- cashbills ---
ID: 96c6e91f-da34-4e3a-a1bc-8dd1750f8e39, Date: 2026-05-28, Doc Name: Cash Bill 007, No: 007, Client: SHEKINA METAL WORKS, Total: 44000
ID: b5fa8c04-2f25-47ad-aca9-e592f7f09bb7, Date: 2026-04-10, Doc Name: Cash Bill 002, No: 002, Client: Capricorn Logistics Pvt Ltd, Total: 3000
ID: 6ac4fd91-a636-4ec8-9f12-2202a7f9fd9a, Date: 2026-04-11, Doc Name: Cash Bill 003, No: 003, Client: Capricorn Logistics Pvt Ltd, Total: 3000
ID: 1d0edf67-8189-4c3f-b36e-da8d6a1f431b, Date: 2026-04-15, Doc Name: Cash Bill 004, No: 004, Client: Capricorn Logistics Pvt Ltd, Total: 3000
ID: bafecd02-59c3-4044-b077-43b22d62a643, Date: 2026-06-18, Doc Name: capricorn - 008, No: 008, Client: capricorn Logistics Pvt Ltd, Total: 4000
ID: b62da56b-1e1c-42f5-8f02-8ccb181e7167, Date: 2026-06-19, Doc Name: capricorn - 009, No: 009, Client: capricorn Logistics Pvt Ltd, Total: 4000
ID: e807becf-b9e5-404b-9675-ea97f3df8bfc, Date: 2026-06-23, Doc Name: Cash Bill 010, No: 010, Client: Paranthaman , , Total: 419750
ID: 04073a82-bd19-4b21-9d10-95b4f333b976, Date: 2026-05-02, Doc Name: Raja_Sengadu - 006, No: 006, Client: Raga, Total: 29250
ID: 5337ef25-5093-47ec-9674-279b95820be6, Date: 2026-07-08, Doc Name: Cash Bill 001, No: 001, Client: Ragu , Total: 94250
--- quotations ---
--- delivery_chellans ---
ID: 2ae30475-50f9-4a62-a4bd-ae059a49c700, Date: 2026-04-17, Doc Name: SHREE ABIRAMI ENGGINEERING WORKS PRIVATE LIMITED - DC, No: OSC0042, Client: OM SARAVANA CRANES, Total: undefined
ID: 61e7dcea-b0f1-4be0-9b3d-87e2f4465466, Date: 2026-05-01, Doc Name: Amt-Dc Return, No: OSC0043, Client: OM SARAVANA CRANES, Total: undefined
ID: 21d22511-c855-4999-80c3-f8537595a6be, Date: 2026-05-08, Doc Name: INDOSOL SOLAR PVT LTD - DC_RETURN, No: OSC0046, Client: OM SARAVANA CRANES, Total: undefined
ID: b4c5120c-35b7-4c9f-b1ba-388ae5636a49, Date: 2026-05-15, Doc Name: MANGADU -Return_DC, No: OSC0050, Client: OM SARAVANA CRANES, Total: undefined
ID: c522b7f8-51b0-4f0f-b302-9f09b5c6c8c8, Date: 2026-07-14, Doc Name: TOPRUN AUTOMOTIVE INDIA PRIVATE LIMITED - Return DC, No: OSC0056, Client: OM SARAVANA CRANES, Total: undefined
ID: 2d7ff0fd-081f-41e9-8935-f48cc2790763, Date: 2026-07-21, Doc Name: AMT - DC - 060, No: OSC0060, Client: OM SARAVANA CRANES PVT LTD, Total: undefined
ID: 2934ca86-0bd8-43a8-abeb-525d53c5db5f, Date: 2026-05-15, Doc Name: HYUNDAI WIA - SENGADU, No: OSC0047, Client: HYUNDAI WIA , Total: undefined
ID: 3bc64b8d-8261-4854-a888-1928e30aa6e4, Date: 2026-04-09, Doc Name: DC OSC0039, No: OSC0039, Client: OM SARAVANA CRANES, Total: undefined
ID: 7b47f479-5e50-4ade-97c3-b4672f73a2e1, Date: 2026-07-18, Doc Name: LAKSHMI AAC BLOCKS - DC, No: OSC0057, Client: OM SARAVANA CRANES, Total: undefined
ID: 01feb747-e092-410a-a515-a362fdcd9b30, Date: 2026-06-22, Doc Name:  ALLISON DC - 051, No: OSC0051, Client: Allison Transmission india pvt ltd, Total: undefined
ID: 1d500eee-a0db-4447-b5ee-940988a686f9, Date: 2026-05-15, Doc Name: HYUNDAI WIA - SENGADU, No: OSC0044, Client: HYUNDAI WIA , Total: undefined
ID: 9be4bbae-c33b-4cd0-81bd-a36fc7e02294, Date: 2026-05-15, Doc Name: MANGADU -Return_DC, No: OSC0048, Client: OM SARAVANA CRANES, Total: undefined
ID: 100f1078-889d-49e9-95e4-08107335e344, Date: 2026-06-22, Doc Name: GURIT - OSC - DC - 052, No: OSC0052, Client: OM SARAVANA CRANES, Total: undefined
ID: c4606c00-9f32-4000-b58a-e96736114a14, Date: 2026-07-14, Doc Name: LAKSHMI AAC BLOCKS - DC_055, No: OSC0055, Client: LAKSHMI AAC BLOCKS, Total: undefined
ID: aea92561-fbd8-46ed-aa72-b80ec45f2227, Date: 2026-07-20, Doc Name: DC OSC0058, No: OSC0058, Client: 3D CONCEPT ANALYSIS AND DEVELOPMENT INDIA PVT LTD, Total: undefined
ID: e31ecce3-02e9-4887-aa8c-d9140d2883b4, Date: 2026-04-17, Doc Name: SHREE ABIRAMI ENGGINEERING WORKS PRIVATE LIMITED - DC, No: OSC0041, Client: SHREE ABIRAMI ENGGINEERING WORKS PRIVATE LIMITED, Total: undefined
ID: 7479be51-1272-4a51-8d9b-6aedc460ecf5, Date: 2026-04-15, Doc Name: DC OSC0040, No: OSC0040, Client: AMERICAN TEC ELECTRONICS INDIA PVT LTD, Total: undefined
ID: 397e10e1-178f-4787-96dd-56d25c6bddeb, Date: 2026-05-01, Doc Name: Amt-Dc Return, No: OSC0045, Client: OM SARAVANA CRANES, Total: undefined
ID: 18fab1d4-342b-4f66-a0fc-18401e9e8d4f, Date: 2026-05-15, Doc Name: 20 Ton Flt Return - DC, No: OSC0049, Client: OM SARAVANA CRANES, Total: undefined
ID: b142e7f7-bafe-4b96-bc53-a24d1c51d9dd, Date: 2026-06-24, Doc Name: DC - FORD - LIUGONG , No: OSC0053, Client: FORD INDIA PVT LTD , Total: undefined
ID: 69ae54c7-8028-4ff8-bcd3-3d2c333ecdbf, Date: 2026-07-14, Doc Name: TOPRUN AUTOMOTIVE INDIA PRIVATE LIMITED - DC , No: OSC0054, Client: TOPRUN AUTOMOTIVE INDIA PRIVATE LIMITED, Total: undefined
ID: 64bc01a8-4990-4d39-82e8-01ab1aadf615, Date: 2026-07-21, Doc Name: AMT - DC - 059, No: OSC0059, Client: AMERICAN TEC ELECTRONIC INDIA PVT LTD, Total: undefined
--- proforma_invoices ---
